Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PI;TERESINA;AVANT COMBUSTIVEIS LTDA; 04.321.003/0001-88;RUA CEL BELISARIO DA CUNHA;747;;SAO  JOAO;64052-150;ETANOL;19/10/2022;3,89;;R$ / litro;BRANCA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA;19/10/2022;5,19;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;ETANOL;19/10/2022;3,99;;R$ / litro;IPIRANGA
NE;PI;TERESINA;POSTO HIDROLANDIA LTDA; 03.069.763/0001-87;AVENIDA PREFEITO WALL FERRAZ;8570;SUL;LOURIVAL PARENTE;64022-145;GASOLINA ADITIVADA;19/10/2022;5,49;;R$ / litro;IPIRANGA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA;19/10/2022;5,17;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;JUNCO COMERCIAL LTDA; 02.760.727/0001-00;RUA JOAQUIM NELSON;2121;;PARQUE IDEAL;64078-625;GASOLINA ADITIVADA;19/10/2022;5,47;;R$ / litro;VIBRA ENERGIA
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;GASOLINA;19/10/2022;4,99;;R$ / litro;ALESAT
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;ETANOL;19/10/2022;3,99;;R$ / litro;ALESAT
NE;PI;TERESINA;MOURA SOUSA E BONFIM LTDA; 01.416.988/0001-37;RODOVIA BR 343 KM 10;S/N;;RODOVIA;64045-970;GASOLINA ADITIVADA;19/10/2022;5,19;;R$ / litro;ALESAT
SE;RJ;NITEROI;AUTO POSTO NITEROI II LTDA.; 04.615.136/0001-67;ALAMEDA SAO BOAVENTURA;862;;FONSECA;24130-001;GASOLINA;19/10/2022;4,99;;R$ / litro;IPIRANGA
SE;RJ;NITEROI;AUTO POSTO NITEROI II LTDA.; 04.615.136/0001-67;ALAMEDA SAO BOAVENTURA;862;;FONSECA;24130-001;ETANOL;19/10/2022;4,14;;R$ / litro;IPIRANGA
SE;RJ;NITEROI;AUTO POSTO NITEROI II LTDA.; 04.615.136/0001-67;ALAMEDA SAO BOAVENTURA;862;;FONSECA;24130-001;GASOLINA ADITIVADA;19/10/2022;5,04;;R$ / litro;IPIRANGA
SE;RJ;NITEROI; AUTO POSTO MASTER DO  FONSECA LTDA.; 07.531.770/0001-00;ALAMEDA SÃO BOA VENTURA;1030;;FONSECA;24120-192;GASOLINA;19/10/2022;4,99;;R$ / litro;IPIRANGA
SE;RJ;NITEROI; AUTO POSTO MASTER DO  FONSECA LTDA.; 07.531.770/0001-00;ALAMEDA SÃO BOA VENTURA;1030;;FONSECA;24120-192;ETANOL;19/10/2022;4,29;;R$ / litro;IPIRANGA
SE;RJ;NITEROI; AUTO POSTO MASTER DO  FONSECA LTDA.; 07.531.770/0001-00;ALAMEDA SÃO BOA VENTURA;1030;;FONSECA;24120-192;GASOLINA ADITIVADA;19/10/2022;5,09;;R$ / litro;IPIRANGA
SE;RJ;NITEROI;QUARENTA POSTO DE SERVICOS LTDA; 04.077.852/0001-38;ALAMEDA SAO BOAVENTURA;588;A;FONSECA;24130-170;GASOLINA;19/10/2022;4,89;;R$ / litro;VIBRA ENERGIA
SE;RJ;NITEROI;QUARENTA POSTO DE SERVICOS LTDA; 04.077.852/0001-38;ALAMEDA SAO BOAVENTURA;588;A;FONSECA;24130-170;ETANOL;19/10/2022;4,19;;R$ / litro;VIBRA ENERGIA
SE;RJ;NITEROI;QUARENTA POSTO DE SERVICOS LTDA; 04.077.852/0001-38;ALAMEDA SAO BOAVENTURA;588;A;FONSECA;24130-170;GASOLINA ADITIVADA;19/10/2022;4,89;;R$ / litro;VIBRA ENERGIA
SE;RJ;NITEROI;POSTO VIA PONTE LTDA; 03.861.477/0001-50;RUA PROFESSOR JOAQUIM COSTA RIBEIRO;5;;CENTRO;24030-050;GASOLINA;19/10/2022;5,19;;R$ / litro;RAIZEN
SE;RJ;NITEROI;POSTO VIA PONTE LTDA; 03.861.477/0001-50;RUA PROFESSOR JOAQUIM COSTA RIBEIRO;5;;CENTRO;24030-050;ETANOL;19/10/2022;4,59;;R$ / litro;RAIZEN
SE;RJ;NITEROI;POSTO VIA PONTE LTDA; 03.861.477/0001-50;RUA PROFESSOR JOAQUIM COSTA RIBEIRO;5;;CENTRO;24030-050;GASOLINA ADITIVADA;19/10/2022;5,39;;R$ / litro;RAIZEN
SE;RJ;NITEROI;CENTRO AUTOMOTIVO PENDOTIBA LTDA; 02.623.670/0001-90;ESTRADA CAETANO MONTEIRO;501;;PENDOTIBA;24320-570;GASOLINA;19/10/2022;4,84;;R$ / litro;BRANCA
SE;RJ;NITEROI;CENTRO AUTOMOTIVO PENDOTIBA LTDA; 02.623.670/0001-90;ESTRADA CAETANO MONTEIRO;501;;PENDOTIBA;24320-570;ETANOL;19/10/2022;4,19;;R$ / litro;BRANCA
SE;RJ;NITEROI;CENTRO AUTOMOTIVO PENDOTIBA LTDA; 02.623.670/0001-90;ESTRADA CAETANO MONTEIRO;501;;PENDOTIBA;24320-570;GASOLINA ADITIVADA;19/10/2022;4,99;;R$ / litro;BRANCA
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;GASOLINA;19/10/2022;4,98;;R$ / litro;BRANCA
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;ETANOL;19/10/2022;4,38;;R$ / litro;BRANCA
SE;RJ;NITEROI;AUTO POSTO CUBANGO LTDA; 00.886.231/0001-44;RUA NORONHA TORREZAO;531;;CUBANGO;24240-181;GASOLINA ADITIVADA;19/10/2022;5,28;;R$ / litro;BRANCA
SE;RJ;RESENDE;POSTO PINHEIRINHO DE RESENDE LTDA; 00.854.639/0001-34;RODOVIA PRESIDENTE DUTRA;2300;;FAZENDA DA BARRA;27537-000;GASOLINA;19/10/2022;4,79;;R$ / litro;BRANCA
SE;RJ;RESENDE;POSTO PINHEIRINHO DE RESENDE LTDA; 00.854.639/0001-34;RODOVIA PRESIDENTE DUTRA;2300;;FAZENDA DA BARRA;27537-000;ETANOL;19/10/2022;3,89;;R$ / litro;BRANCA
SE;RJ;RESENDE;CENTRO AUTOMOTIVO BIG -JALISCO DE RESENDE LTDA.; 05.347.170/0001-60;RUA JOÃO FERREIRA PINTO;S/N;;JARDIM JALISCO;27510-071;GASOLINA;19/10/2022;5,07;;R$ / litro;VIBRA ENERGIA
SE;RJ;RESENDE;CENTRO AUTOMOTIVO BIG -JALISCO DE RESENDE LTDA.; 05.347.170/0001-60;RUA JOÃO FERREIRA PINTO;S/N;;JARDIM JALISCO;27510-071;ETANOL;19/10/2022;4,52;;R$ / litro;VIBRA ENERGIA
SE;RJ;RESENDE;CENTRO AUTOMOTIVO BIG -JALISCO DE RESENDE LTDA.; 05.347.170/0001-60;RUA JOÃO FERREIRA PINTO;S/N;;JARDIM JALISCO;27510-071;GASOLINA ADITIVADA;19/10/2022;5,14;;R$ / litro;VIBRA ENERGIA
SE;RJ;RESENDE;AUTO POSTO LELO RESENDE EIRELI; 39.778.287/0001-10;AVENIDA MARCILIO DIAS;465;;JARDIM JALISCO;27510-080;GASOLINA ADITIVADA;19/10/2022;5,14;;R$ / litro;ALESAT
SE;RJ;RESENDE;AUTO POSTO LELO RESENDE EIRELI; 39.778.287/0001-10;AVENIDA MARCILIO DIAS;465;;JARDIM JALISCO;27510-080;ETANOL;19/10/2022;4,25;;R$ / litro;ALESAT
SE;RJ;RESENDE;AUTO POSTO LELO RESENDE EIRELI; 39.778.287/0001-10;AVENIDA MARCILIO DIAS;465;;JARDIM JALISCO;27510-080;GASOLINA;19/10/2022;5,09;;R$ / litro;ALESAT
SE;RJ;RESENDE;B.D.-2 AUTO POSTO LTDA; 01.576.705/0001-14;AVENIDA PRESIDENTE VARGAS;301;;CAMPOS ELISEOS;27542-000;GASOLINA;19/10/2022;4,99;;R$ / litro;BRANCA
SE;RJ;RESENDE;B.D.-2 AUTO POSTO LTDA; 01.576.705/0001-14;AVENIDA PRESIDENTE VARGAS;301;;CAMPOS ELISEOS;27542-000;ETANOL;19/10/2022;4,19;;R$ / litro;BRANCA
SE;RJ;RESENDE;B.D.-2 AUTO POSTO LTDA; 01.576.705/0001-14;AVENIDA PRESIDENTE VARGAS;301;;CAMPOS ELISEOS;27542-000;GASOLINA ADITIVADA;19/10/2022;5,09;;R$ / litro;BRANCA
SE;RJ;NILOPOLIS;POSTO DE GASOLINA DEDA I LTDA; 28.659.563/0001-05;RUA GETULIO VARGAS;2105;;CENTRO;26510-010;ETANOL;19/10/2022;3,99;;R$ / litro;BRANCA
SE;RJ;NILOPOLIS;POSTO DE GASOLINA DEDA I LTDA; 28.659.563/0001-05;RUA GETULIO VARGAS;2105;;CENTRO;26510-010;GASOLINA;19/10/2022;4,79;;R$ / litro;BRANCA
NE;RN;NATAL;JOAO HENRIQUE GODEIRO; 08.195.919/0001-90;AVENIDA DR JOAO MEDEIRO FILHO;6181;;PAJUSSARA;59122-770;GASOLINA;19/10/2022;5,45;;R$ / litro;VIBRA ENERGIA
NE;RN;NATAL;JOAO HENRIQUE GODEIRO; 08.195.919/0001-90;AVENIDA DR JOAO MEDEIRO FILHO;6181;;PAJUSSARA;59122-770;ETANOL;19/10/2022;4,4;;R$ / litro;VIBRA ENERGIA
NE;RN;NATAL;JOAO HENRIQUE GODEIRO; 08.195.919/0001-90;AVENIDA DR JOAO MEDEIRO FILHO;6181;;PAJUSSARA;59122-770;GASOLINA ADITIVADA;19/10/2022;5,45;;R$ / litro;VIBRA ENERGIA
S;RS;SAO LEOPOLDO;POSTOS DE COMBUSTIVEIS REDESINOS LTDA; 01.731.418/0001-31;AVENIDA FEITORIA;4288;;FEITORIA;93048-000;GASOLINA;19/10/2022;4,79;;R$ / litro;BRANCA
S;RS;SAO LEOPOLDO;POSTOS DE COMBUSTIVEIS REDESINOS LTDA; 01.731.418/0001-31;AVENIDA FEITORIA;4288;;FEITORIA;93048-000;ETANOL;19/10/2022;4,59;;R$ / litro;BRANCA
S;RS;SAO LEOPOLDO;POSTOS DE COMBUSTIVEIS REDESINOS LTDA; 01.731.418/0001-31;AVENIDA FEITORIA;4288;;FEITORIA;93048-000;GASOLINA ADITIVADA;19/10/2022;4,99;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;AUTO POSTO ZM LTDA; 07.011.546/0001-97;RUA VINTE DE SETEMBRO;1887;;CENTRO;95020-450;GASOLINA;19/10/2022;4,79;;R$ / litro;IPIRANGA
S;RS;CAXIAS DO SUL;AUTO POSTO ZM LTDA; 07.011.546/0001-97;RUA VINTE DE SETEMBRO;1887;;CENTRO;95020-450;ETANOL;19/10/2022;5,07;;R$ / litro;IPIRANGA
S;RS;CAXIAS DO SUL;AUTO POSTO ZM LTDA; 07.011.546/0001-97;RUA VINTE DE SETEMBRO;1887;;CENTRO;95020-450;GASOLINA ADITIVADA;19/10/2022;4,99;;R$ / litro;IPIRANGA
S;RS;CAXIAS DO SUL;POSTO PINHEIRO LTDA; 88.621.073/0001-41;RODOVIA BR-116;15800;"KM: 147;";SAO CRISTOVAO;95059-520;GASOLINA ADITIVADA;19/10/2022;4,75;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;POSTO PINHEIRO LTDA; 88.621.073/0001-41;RODOVIA BR-116;15800;"KM: 147;";SAO CRISTOVAO;95059-520;GASOLINA;19/10/2022;4,65;;R$ / litro;BRANCA
S;RS;CAXIAS DO SUL;POSTO PINHEIRO LTDA; 88.621.073/0001-41;RODOVIA BR-116;15800;"KM: 147;";SAO CRISTOVAO;95059-520;ETANOL;19/10/2022;4,45;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO PERSONNALITE COMBUSTIVEIS LTDA; 08.210.696/0001-92;RUA VINTE E CINCO DE JULHO;1366;;RIO BRANCO;93310-251;GASOLINA;19/10/2022;4,49;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO PERSONNALITE COMBUSTIVEIS LTDA; 08.210.696/0001-92;RUA VINTE E CINCO DE JULHO;1366;;RIO BRANCO;93310-251;ETANOL;19/10/2022;3,99;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO PERSONNALITE COMBUSTIVEIS LTDA; 08.210.696/0001-92;RUA VINTE E CINCO DE JULHO;1366;;RIO BRANCO;93310-251;GASOLINA ADITIVADA;19/10/2022;4,49;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO DE COMBUSTIVEIS ICARO LTDA; 06.354.412/0001-06;AVENIDA CORONEL FREDERICO LINCK;311;;IDEAL;93336-001;GASOLINA;19/10/2022;4,47;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO DE COMBUSTIVEIS ICARO LTDA; 06.354.412/0001-06;AVENIDA CORONEL FREDERICO LINCK;311;;IDEAL;93336-001;ETANOL;19/10/2022;4,29;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO DE COMBUSTIVEIS ICARO LTDA; 06.354.412/0001-06;AVENIDA CORONEL FREDERICO LINCK;311;;IDEAL;93336-001;GASOLINA ADITIVADA;19/10/2022;4,49;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO DE COMBUSTIVEIS BUDA LTDA; 07.704.140/0001-90;RUA JOSE DO PATROCINIO;582;;RIO BRANCO;93310-240;GASOLINA;19/10/2022;4,49;;R$ / litro;IPIRANGA
S;RS;NOVO HAMBURGO;POSTO DE COMBUSTIVEIS BUDA LTDA; 07.704.140/0001-90;RUA JOSE DO PATROCINIO;582;;RIO BRANCO;93310-240;GASOLINA ADITIVADA;19/10/2022;4,69;;R$ / litro;IPIRANGA
S;RS;NOVO HAMBURGO;POSTO 2005 DERIVADOS DE PETROLEO LTDA; 07.378.914/0001-30;AVENIDA PRIMEIRO DE MARCO;501;;CENTRO;93320-043;GASOLINA;19/10/2022;4,47;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO 2005 DERIVADOS DE PETROLEO LTDA; 07.378.914/0001-30;AVENIDA PRIMEIRO DE MARCO;501;;CENTRO;93320-043;ETANOL;19/10/2022;4,29;;R$ / litro;BRANCA
S;RS;NOVO HAMBURGO;POSTO 2005 DERIVADOS DE PETROLEO LTDA; 07.378.914/0001-30;AVENIDA PRIMEIRO DE MARCO;501;;CENTRO;93320-043;GASOLINA ADITIVADA;19/10/2022;4,49;;R$ / litro;BRANCA
S;RS;SANTA MARIA;CAMOBI COMERCIO E TRANSPORTES LTDA; 07.538.128/0001-52;ESTRADA RS 509;5015;;CAMOBI;97095-000;GASOLINA;19/10/2022;4,76;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;CAMOBI COMERCIO E TRANSPORTES LTDA; 07.538.128/0001-52;ESTRADA RS 509;5015;;CAMOBI;97095-000;GASOLINA ADITIVADA;19/10/2022;4,99;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;H. D. PORTELLA & CIA LTDA; 07.663.077/0001-90;AVENIDA FERNANDO FERRARI;1255;;NOSSA SRA DE LOURDES;97050-801;GASOLINA;19/10/2022;5,39;;R$ / litro;IPIRANGA
S;RS;SANTA MARIA;H. D. PORTELLA & CIA LTDA; 07.663.077/0001-90;AVENIDA FERNANDO FERRARI;1255;;NOSSA SRA DE LOURDES;97050-801;ETANOL;19/10/2022;5,69;;R$ / litro;IPIRANGA
S;RS;SANTA MARIA;H. D. PORTELLA & CIA LTDA; 07.663.077/0001-90;AVENIDA FERNANDO FERRARI;1255;;NOSSA SRA DE LOURDES;97050-801;GASOLINA ADITIVADA;19/10/2022;5,49;;R$ / litro;IPIRANGA
S;RS;SANTA MARIA;COMERCIO DE COMBUSTIVEIS PADOIN LTDA; 04.340.316/0002-64;RODOVIA RST 287 KM 2,8;S/N;;CAMOBI;97060-500;GASOLINA;19/10/2022;5,09;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;COMERCIO DE COMBUSTIVEIS PADOIN LTDA; 04.340.316/0002-64;RODOVIA RST 287 KM 2,8;S/N;;CAMOBI;97060-500;ETANOL;19/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;COMERCIO DE COMBUSTIVEIS PADOIN LTDA; 04.340.316/0002-64;RODOVIA RST 287 KM 2,8;S/N;;CAMOBI;97060-500;GASOLINA ADITIVADA;19/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;POSTO DE COMBUSTIVEIS FAIXA NOVA - EIRELI; 05.549.818/0001-81;RODOVIA RST 287;1389;;CAMOBI;97105-910;GASOLINA;19/10/2022;4,89;;R$ / litro;CHARRUA
S;RS;SANTA MARIA;POSTO DE COMBUSTIVEIS FAIXA NOVA - EIRELI; 05.549.818/0001-81;RODOVIA RST 287;1389;;CAMOBI;97105-910;GASOLINA ADITIVADA;19/10/2022;4,89;;R$ / litro;CHARRUA
S;RS;SANTA MARIA;COMERCIO DE COMBUSTIVEIS PADOIN LTDA; 04.340.316/0001-83;AVENIDA GOVERNADOR WALTER JOBIM;353;;PATRONATO;97020-355;GASOLINA;19/10/2022;5,09;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;COMERCIO DE COMBUSTIVEIS PADOIN LTDA; 04.340.316/0001-83;AVENIDA GOVERNADOR WALTER JOBIM;353;;PATRONATO;97020-355;ETANOL;19/10/2022;4,69;;R$ / litro;VIBRA ENERGIA
S;RS;SANTA MARIA;COMERCIO DE COMBUSTIVEIS PADOIN LTDA; 04.340.316/0001-83;AVENIDA GOVERNADOR WALTER JOBIM;353;;PATRONATO;97020-355;GASOLINA ADITIVADA;19/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
S;RS;SAO LEOPOLDO;ABASTECEDORA DE COMBUSTIVEIS BR 116 EIRELI; 05.238.312/0001-51;AVENIDA FEITORIA;600;;BAIRRO SO JOSE;93040-290;GASOLINA;19/10/2022;4,76;;R$ / litro;BRANCA
S;RS;SAO LEOPOLDO;ABASTECEDORA DE COMBUSTIVEIS BR 116 EIRELI; 05.238.312/0001-51;AVENIDA FEITORIA;600;;BAIRRO SO JOSE;93040-290;ETANOL;19/10/2022;4,89;;R$ / litro;BRANCA
S;RS;SAO LEOPOLDO;ABASTECEDORA DE COMBUSTIVEIS BR 116 EIRELI; 05.238.312/0001-51;AVENIDA FEITORIA;600;;BAIRRO SO JOSE;93040-290;GASOLINA ADITIVADA;19/10/2022;4,76;;R$ / litro;BRANCA
S;RS;SAO LEOPOLDO;POSTO MONTREAL LTDA.; 03.613.556/0001-41;AVENIDA GETULIO VARGAS;780;;CENTRO;93025-000;GASOLINA;19/10/2022;4,49;;R$ / litro;RAIZEN
S;RS;SAO LEOPOLDO;POSTO MONTREAL LTDA.; 03.613.556/0001-41;AVENIDA GETULIO VARGAS;780;;CENTRO;93025-000;ETANOL;19/10/2022;4,29;;R$ / litro;RAIZEN
S;RS;SAO LEOPOLDO;POSTO MONTREAL LTDA.; 03.613.556/0001-41;AVENIDA GETULIO VARGAS;780;;CENTRO;93025-000;GASOLINA ADITIVADA;19/10/2022;4,69;;R$ / litro;RAIZEN
S;RS;SAO LEOPOLDO;ARGOS COMERCIAL DE COMBUSTIVEIS LTDA; 00.959.052/0001-90;AVENIDA CAXIAS DO SUL;950;;RIO DOS SINOS;93110-000;GASOLINA;19/10/2022;4,49;;R$ / litro;RAIZEN
S;RS;SAO LEOPOLDO;ARGOS COMERCIAL DE COMBUSTIVEIS LTDA; 00.959.052/0001-90;AVENIDA CAXIAS DO SUL;950;;RIO DOS SINOS;93110-000;GASOLINA ADITIVADA;19/10/2022;4,59;;R$ / litro;RAIZEN
S;RS;SAPIRANGA;POSTO FERRABRAZ LTDA; 04.750.332/0001-44;RODOVIA RS-239;200;KM 30;VOO LIVRE;93822-200;GASOLINA;19/10/2022;4,49;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO FERRABRAZ LTDA; 04.750.332/0001-44;RODOVIA RS-239;200;KM 30;VOO LIVRE;93822-200;GASOLINA ADITIVADA;19/10/2022;4,49;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO ROTA 239 ABASTECEDORA DE COMBUSTIVEIS E SERVICOS LTDA; 04.060.196/0001-60;RUA SETE DE SETEMBRO;842;;CENTRO;93800-000;GASOLINA;19/10/2022;4,47;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO ROTA 239 ABASTECEDORA DE COMBUSTIVEIS E SERVICOS LTDA; 04.060.196/0001-60;RUA SETE DE SETEMBRO;842;;CENTRO;93800-000;ETANOL;19/10/2022;3,99;;R$ / litro;BRANCA
S;RS;SAPIRANGA;POSTO ROTA 239 ABASTECEDORA DE COMBUSTIVEIS E SERVICOS LTDA; 04.060.196/0001-60;RUA SETE DE SETEMBRO;842;;CENTRO;93800-000;GASOLINA ADITIVADA;19/10/2022;4,47;;R$ / litro;BRANCA
S;SC;BLUMENAU;POSTO ITOUPAVAZINHA LTDA; 02.714.732/0001-79;RUA FREDERICO JENSEN;1080;;ITOUPAVAZINHA;89066-301;GASOLINA;19/10/2022;5,19;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;POSTO ITOUPAVAZINHA LTDA; 02.714.732/0001-79;RUA FREDERICO JENSEN;1080;;ITOUPAVAZINHA;89066-301;ETANOL;19/10/2022;4,59;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;POSTO ITOUPAVAZINHA LTDA; 02.714.732/0001-79;RUA FREDERICO JENSEN;1080;;ITOUPAVAZINHA;89066-301;GASOLINA ADITIVADA;19/10/2022;5,29;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;AUTO POSTO NB LTDA; 03.067.669/0001-99;RUA FREI ESTANISLAU SCHAETTE;676;0;ASILO;89037-001;GASOLINA;19/10/2022;5,09;;R$ / litro;IPIRANGA
S;SC;BLUMENAU;VIA SUL LTDA; 04.542.337/0001-81;RUA ITAJAI;706;;VORSTADT;89015-200;GASOLINA;19/10/2022;5,04;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;MARTINI COMERCIO DE COMBUSTIVEIS LTDA; 02.781.476/0001-32;RUA POMERODE;677;;SALTO DO NORTE;89065-300;GASOLINA;19/10/2022;4,99;;R$ / litro;IPIRANGA
S;SC;BLUMENAU;POSTO FORTALEZA LTDA; 02.770.836/0001-09;RUA PRINCIPAL FRANCISCO VAHLDIECK;3635;;FORTALEZA ALTA;89058-000;GASOLINA;19/10/2022;4,99;;R$ / litro;ALESAT
S;SC;BLUMENAU;AUTO POSTO GG LTDA; 03.196.057/0001-04;RUA REPUBLICA ARGENTINA;563;;PONTA AGUDA;89050-100;GASOLINA;19/10/2022;5,09;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;AUTO POSTO GG LTDA; 03.196.057/0001-04;RUA REPUBLICA ARGENTINA;563;;PONTA AGUDA;89050-100;ETANOL;19/10/2022;4,59;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;POSTO DALCASTAGNE LTDA; 03.124.364/0001-71;RUA JOHANN SACHSE;2333;;SALTO DO NORTE;89070-400;GASOLINA;19/10/2022;5,09;;R$ / litro;ALESAT
S;SC;BLUMENAU;POSTO DALCASTAGNE LTDA; 03.124.364/0001-71;RUA JOHANN SACHSE;2333;;SALTO DO NORTE;89070-400;ETANOL;19/10/2022;4,59;;R$ / litro;ALESAT
S;SC;BLUMENAU;POSTO DALCASTAGNE LTDA; 03.124.364/0001-71;RUA JOHANN SACHSE;2333;;SALTO DO NORTE;89070-400;GASOLINA ADITIVADA;19/10/2022;5,19;;R$ / litro;ALESAT
S;SC;BLUMENAU;POSTO Z18 LTDA; 02.858.142/0001-10;RUA DOUTOR PEDRO ZIMMERMANN;1831;;ITOUPAVAZINHA;89066-001;GASOLINA;19/10/2022;5,09;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;POSTO Z18 LTDA; 02.858.142/0001-10;RUA DOUTOR PEDRO ZIMMERMANN;1831;;ITOUPAVAZINHA;89066-001;ETANOL;19/10/2022;4,19;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;POSTO Z18 LTDA; 02.858.142/0001-10;RUA DOUTOR PEDRO ZIMMERMANN;1831;;ITOUPAVAZINHA;89066-001;GASOLINA ADITIVADA;19/10/2022;5,09;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;POSTO DE SERVICOS BR BLU LTDA; 02.570.912/0001-24;RUA GENERAL OSORIO;1341;;VELHA;89041-000;GASOLINA;19/10/2022;5,05;;R$ / litro;IPIRANGA
S;SC;BLUMENAU;L&E COMERCIO DE COMBUSTIVEIS LTDA; 02.556.246/0001-70;RUA 2 DE SETEMBRO;3255;;ITOUPAVA NORTE;89052-505;GASOLINA;19/10/2022;5,09;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;L&E COMERCIO DE COMBUSTIVEIS LTDA; 02.556.246/0001-70;RUA 2 DE SETEMBRO;3255;;ITOUPAVA NORTE;89052-505;ETANOL;19/10/2022;4,59;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;AUTO POSTO EXPRESSO LTDA; 02.050.924/0001-28;RUA ENGENHEIRO PAUL WERNER;445;;ITOUPAVA SECA;89030-100;GASOLINA;19/10/2022;5,08;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;AUTO POSTO EXPRESSO LTDA; 02.050.924/0001-28;RUA ENGENHEIRO PAUL WERNER;445;;ITOUPAVA SECA;89030-100;GASOLINA ADITIVADA;19/10/2022;5,24;;R$ / litro;VIBRA ENERGIA
S;SC;BLUMENAU;POSTO ZIMMER LTDA; 01.886.370/0001-30;RUA ALMIRANTE TAMANDARE;888;ESQ TOBIAS;VILA NOVA;89035-000;GASOLINA;19/10/2022;5,09;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;POSTO ZIMMER LTDA; 01.886.370/0001-30;RUA ALMIRANTE TAMANDARE;888;ESQ TOBIAS;VILA NOVA;89035-000;ETANOL;19/10/2022;4,79;;R$ / litro;RAIZEN MIME
S;SC;BLUMENAU;POSTO ZIMMER LTDA; 01.886.370/0001-30;RUA ALMIRANTE TAMANDARE;888;ESQ TOBIAS;VILA NOVA;89035-000;GASOLINA ADITIVADA;19/10/2022;5,29;;R$ / litro;RAIZEN MIME
S;SC;CRICIUMA;AUTO POSTO ANEL VIARIO EIRELI; 06.983.817/0001-03;RODOVIA SC 443;2401;;DOS IMIGRANTES;88813-747;GASOLINA;19/10/2022;4,69;;R$ / litro;IPIRANGA
S;SC;CRICIUMA;AUTO POSTO ANEL VIARIO EIRELI; 06.983.817/0001-03;RODOVIA SC 443;2401;;DOS IMIGRANTES;88813-747;ETANOL;19/10/2022;4,99;;R$ / litro;IPIRANGA
