NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,COR_RACA,NACIONALIDADE,ST_CONCLUSAO,ANO_CONCLUSAO,TP_ESCOLA,TP_ENSINO,MUNICIPIO_ESC,UF_ESC,DEPENDENCIA_ADM_ESC,LOCALIZACAO_ESC,SIT_FUNC_ESC,MUNICIPIO_PROVA,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,LINGUA,COMP1_REDACAO,COMP2_REDACAO,COMP3_REDACAO,COMP4_REDACAO,COMP5_REDACAO,NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210054057254,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,536.3,591.6,591.5,654.8,ingles,160.0,120.0,140.0,140.0,140.0,700.0,G,F,E,D,3.0,H,B,D,C,B,A,B,B,B,A,B,A,B,D,A,A,D,A,C,B
210051815224,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,426.0,545.1,521.0,456.6,espanhol,100.0,180.0,120.0,120.0,120.0,640.0,C,C,C,C,3.0,B,A,B,D,B,A,B,A,B,A,B,B,A,B,A,A,B,A,A,B
210052092739,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,380.1,513.2,382.4,381.5,espanhol,120.0,80.0,60.0,80.0,20.0,360.0,B,C,A,A,10.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210051227015,6,M,1,branca,brasileiro,1,4,nao_respondeu,,,,,,,Santana,548.6,666.2,506.1,655.1,ingles,120.0,140.0,140.0,140.0,180.0,720.0,F,E,D,D,5.0,B,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,E,A,B,B
210052303187,3,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Porto Grande,414.7,403.9,332.1,475.7,espanhol,100.0,120.0,80.0,120.0,0.0,420.0,B,C,F,F,2.0,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,A,C,A,A,B
210053241791,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Santana,512.6,600.5,574.5,501.8,espanhol,120.0,160.0,120.0,160.0,160.0,720.0,B,B,A,A,5.0,B,A,B,D,A,A,B,B,B,A,B,A,A,B,A,A,E,A,A,B
210053707343,4,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,467.2,460.0,465.9,393.7,espanhol,100.0,120.0,100.0,120.0,40.0,480.0,B,D,B,B,3.0,B,A,B,A,A,A,B,A,B,A,A,A,A,B,A,B,C,A,A,B
210051722281,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Laranjal do Jari,468.4,538.2,468.6,444.2,espanhol,140.0,200.0,160.0,180.0,200.0,880.0,E,E,C,D,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210053561264,14,M,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,449.3,471.5,350.1,433.0,ingles,100.0,140.0,120.0,100.0,80.0,540.0,B,A,A,A,7.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,A,A,B
210052559242,2,F,1,parda,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,584.3,657.8,647.9,667.2,ingles,160.0,200.0,180.0,200.0,180.0,920.0,F,F,F,D,3.0,H,C,E,D,B,A,B,B,C,B,B,A,A,E,B,A,D,A,D,B
210053654207,8,M,1,parda,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,457.2,439.1,438.8,445.9,espanhol,100.0,120.0,120.0,120.0,120.0,580.0,B,B,A,B,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210053635277,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,512.2,509.7,516.0,454.6,ingles,160.0,120.0,120.0,120.0,140.0,660.0,E,F,D,D,3.0,D,A,B,B,A,B,B,A,B,A,B,A,B,B,A,A,B,A,C,B
210052892041,2,M,0,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,402.0,372.9,442.7,366.7,ingles,120.0,120.0,120.0,120.0,140.0,620.0,E,G,C,D,4.0,B,A,B,C,B,A,B,B,B,A,B,A,A,B,B,A,E,A,B,B
210053242778,6,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,480.4,346.3,450.9,479.7,ingles,120.0,200.0,120.0,140.0,0.0,580.0,C,E,C,C,3.0,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,A
210053020458,6,F,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,407.7,400.3,416.4,378.9,espanhol,140.0,120.0,120.0,120.0,120.0,620.0,H,B,D,B,7.0,C,A,C,D,B,B,B,B,B,B,A,A,A,B,A,A,B,A,A,B
210054069798,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,418.8,416.4,424.1,442.6,ingles,120.0,200.0,120.0,200.0,200.0,840.0,E,F,D,D,4.0,D,A,C,C,A,B,B,B,B,A,A,A,A,C,B,A,D,A,B,B
210051288445,12,F,1,preta,brasileiro,1,14,nao_respondeu,,,,,,,Macapá,353.5,384.4,333.9,404.4,espanhol,80.0,80.0,120.0,120.0,40.0,440.0,B,E,B,B,5.0,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,B,A,B,B
210052407667,3,F,1,parda,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,626.7,687.7,629.9,789.4,ingles,160.0,200.0,160.0,200.0,200.0,920.0,G,G,D,E,3.0,P,A,E,D,B,A,B,B,B,A,B,A,B,E,A,B,D,A,C,B
210053214481,8,M,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Amapá,491.7,470.7,527.4,510.1,espanhol,120.0,120.0,100.0,120.0,80.0,540.0,C,E,C,D,7.0,C,B,B,E,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210052259315,3,F,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Porto Grande,436.2,411.9,476.8,572.3,espanhol,100.0,120.0,120.0,120.0,80.0,540.0,D,C,A,B,2.0,B,A,B,B,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
210053674838,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,497.7,667.6,621.3,604.2,ingles,140.0,200.0,180.0,160.0,200.0,880.0,E,E,F,B,5.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B
210051410616,12,F,2,preta,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,476.7,679.8,625.5,556.7,espanhol,120.0,140.0,140.0,160.0,160.0,720.0,E,F,B,D,4.0,B,A,B,B,A,B,B,A,B,B,A,A,B,B,A,B,C,A,B,B
210052956647,15,M,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,497.5,635.5,535.0,522.4,ingles,140.0,200.0,120.0,140.0,120.0,720.0,E,F,D,D,3.0,P,A,C,D,C,A,B,B,B,A,A,A,B,E,B,A,D,A,C,B
210052870722,3,F,0,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,468.7,561.4,511.2,457.1,espanhol,80.0,160.0,120.0,120.0,40.0,520.0,F,F,C,D,2.0,F,A,B,C,B,B,B,A,B,B,B,A,A,B,A,A,C,A,A,B
210053173216,5,M,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,606.4,648.3,586.9,723.8,espanhol,160.0,200.0,180.0,180.0,200.0,920.0,C,D,C,D,3.0,B,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
210051708249,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,374.7,497.4,306.3,384.4,ingles,100.0,120.0,100.0,100.0,80.0,500.0,E,G,B,B,3.0,C,A,C,C,B,B,B,B,B,A,B,A,A,C,A,A,D,A,A,B
210051017137,9,F,2,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,409.4,374.3,393.8,457.5,espanhol,100.0,120.0,100.0,120.0,20.0,460.0,C,B,C,A,3.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A
210053591186,13,F,1,preta,brasileiro,1,15,nao_respondeu,,,,,,,Porto Grande,510.5,661.3,572.8,395.7,espanhol,140.0,120.0,120.0,120.0,80.0,580.0,A,E,A,A,1.0,C,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
210052757712,2,F,1,parda,brasileiro,2,0,publica,2.0,,,,,,Macapá,481.3,429.0,418.0,403.0,espanhol,120.0,120.0,120.0,100.0,80.0,540.0,E,E,C,B,3.0,B,A,B,B,A,A,B,A,B,A,B,A,A,C,A,A,C,A,A,B
210054072888,3,F,1,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,503.7,551.0,531.8,551.9,espanhol,160.0,200.0,160.0,160.0,180.0,860.0,B,E,C,B,6.0,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210052238815,13,M,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,432.0,441.1,434.9,503.9,espanhol,140.0,120.0,120.0,120.0,0.0,500.0,C,B,C,B,4.0,B,A,B,B,A,B,B,A,B,B,A,A,B,B,A,B,C,A,B,B
210051897265,17,M,0,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,543.7,613.2,523.6,361.4,espanhol,120.0,120.0,100.0,120.0,100.0,560.0,B,B,C,C,3.0,B,A,B,C,B,A,B,A,B,A,A,A,A,B,B,A,C,A,A,B
210053201935,11,F,1,preta,brasileiro,1,8,nao_respondeu,,,,,,,Macapá,385.7,377.6,358.6,497.6,ingles,120.0,120.0,120.0,120.0,180.0,660.0,E,E,C,B,3.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210053072228,3,F,1,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,562.7,427.8,564.7,542.8,ingles,160.0,200.0,180.0,200.0,200.0,940.0,E,E,C,D,4.0,I,A,C,C,B,A,B,B,B,A,A,A,B,C,A,B,E,A,A,B
210053643030,4,M,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,395.3,426.7,368.0,398.2,ingles,120.0,120.0,100.0,140.0,160.0,640.0,A,B,A,B,3.0,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
210054062531,3,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,501.1,634.1,573.4,654.1,ingles,160.0,200.0,200.0,200.0,200.0,960.0,F,E,D,D,5.0,F,A,B,D,B,B,B,A,B,A,B,A,A,C,A,A,D,A,C,B
210054036258,12,F,1,branca,brasileiro,1,0,nao_respondeu,,,,,,,Oiapoque,525.7,424.8,472.2,453.9,espanhol,120.0,120.0,120.0,120.0,100.0,580.0,B,A,A,A,4.0,D,A,C,C,A,B,B,A,B,A,B,A,A,B,B,A,D,A,A,B
210052118339,3,F,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,575.6,592.5,537.6,531.7,ingles,160.0,200.0,140.0,200.0,200.0,900.0,D,H,F,F,2.0,D,A,B,C,A,A,B,B,A,A,A,A,A,B,B,A,C,A,B,B
210053205577,7,F,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,417.7,586.8,452.5,556.1,ingles,160.0,200.0,140.0,160.0,160.0,820.0,H,E,F,B,2.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210051474259,3,F,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,404.1,381.6,433.8,443.1,espanhol,100.0,140.0,100.0,120.0,80.0,540.0,E,A,C,C,3.0,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210051088763,3,F,1,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,558.2,580.8,555.2,517.9,espanhol,160.0,200.0,160.0,200.0,160.0,880.0,E,F,C,D,4.0,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
210051809519,11,F,1,parda,brasileiro,1,12,nao_respondeu,,,,,,,Macapá,446.2,472.2,426.4,423.5,espanhol,100.0,200.0,120.0,120.0,80.0,620.0,B,A,A,A,2.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210051210604,4,M,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,678.7,703.4,660.0,767.1,ingles,180.0,200.0,180.0,200.0,200.0,960.0,G,F,E,D,3.0,J,A,D,D,B,A,B,B,A,A,B,A,B,D,A,B,D,A,B,B
210051501986,6,F,0,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,484.5,399.8,413.4,475.1,espanhol,120.0,120.0,120.0,100.0,80.0,540.0,B,E,C,C,6.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,E,A,A,B
210051658413,2,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,458.7,477.8,436.7,364.4,espanhol,120.0,100.0,100.0,100.0,60.0,480.0,E,G,D,D,3.0,B,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,A,A,B,B
210052351461,15,M,2,preta,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,526.3,414.4,550.6,456.3,espanhol,120.0,120.0,100.0,120.0,40.0,500.0,B,D,C,B,3.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B
210052066906,9,M,1,parda,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,461.9,542.1,512.2,599.9,espanhol,100.0,120.0,120.0,120.0,120.0,580.0,A,E,B,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210051586257,8,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Porto Grande,368.2,415.7,441.9,370.6,espanhol,120.0,120.0,120.0,120.0,80.0,560.0,E,C,C,B,6.0,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210053211822,8,M,0,preta,naturalizado,1,4,nao_respondeu,,,,,,,Santana,391.7,388.0,303.1,398.2,ingles,80.0,120.0,80.0,100.0,40.0,420.0,E,E,F,F,7.0,B,A,C,D,A,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B
210052468434,9,F,1,parda,brasileiro,1,7,nao_respondeu,,,,,,,Macapá,387.8,444.4,389.1,420.4,espanhol,120.0,120.0,120.0,140.0,100.0,600.0,C,B,B,B,9.0,B,B,A,C,A,A,A,A,A,A,A,A,A,B,A,A,D,A,A,A
210054089811,4,M,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Santana,575.6,593.2,572.4,632.8,espanhol,120.0,180.0,120.0,160.0,140.0,720.0,E,F,E,F,2.0,K,B,C,C,C,A,D,A,B,A,B,A,A,D,A,A,D,A,C,B
210052668247,6,F,0,parda,naturalizado,1,3,nao_respondeu,,,,,,,Santana,422.6,353.8,451.2,406.0,espanhol,80.0,100.0,120.0,120.0,20.0,440.0,B,E,B,B,7.0,B,B,C,E,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210053063493,17,M,2,preta,brasileiro,1,15,nao_respondeu,,,,,,,Mazagão,598.9,657.1,567.6,534.9,espanhol,140.0,140.0,140.0,160.0,140.0,720.0,C,C,C,B,3.0,F,D,E,E,B,B,D,B,B,A,B,B,A,D,A,B,D,B,E,B
210051036634,12,F,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,357.4,353.6,413.4,487.1,ingles,100.0,140.0,120.0,100.0,0.0,460.0,H,H,F,F,5.0,A,A,B,B,A,A,A,A,B,A,A,A,A,B,A,A,B,A,A,A
210051191397,2,M,1,preta,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,555.6,566.7,559.7,543.5,espanhol,180.0,200.0,180.0,180.0,180.0,920.0,F,F,D,D,4.0,J,A,C,D,B,B,B,B,B,A,B,A,B,C,A,A,E,A,C,B
210051041111,5,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Porto Grande,489.4,573.3,435.2,370.9,ingles,120.0,120.0,120.0,120.0,100.0,580.0,F,F,B,B,4.0,E,A,B,C,B,B,B,A,A,A,A,A,A,B,A,A,E,A,B,B
210052119899,3,F,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,435.7,601.4,602.2,532.6,ingles,120.0,120.0,120.0,160.0,160.0,680.0,F,E,B,B,2.0,B,A,B,B,A,A,B,B,A,A,A,A,A,B,A,A,C,A,B,B
210051730090,11,F,1,branca,brasileiro,1,9,nao_respondeu,,,,,,,Macapá,680.8,695.8,646.8,779.3,espanhol,180.0,200.0,200.0,200.0,200.0,980.0,D,G,D,E,5.0,I,A,D,D,C,A,B,A,B,A,B,A,A,C,A,A,E,A,C,B
210053175956,1,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,538.2,542.2,553.1,539.0,espanhol,140.0,180.0,140.0,160.0,200.0,820.0,G,G,E,E,5.0,J,A,E,E,C,A,B,C,B,A,B,A,B,D,B,B,E,B,D,B
210053690614,4,F,0,nao_declarado,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,486.4,479.5,446.4,442.3,ingles,100.0,140.0,120.0,140.0,140.0,640.0,H,G,F,E,3.0,I,D,C,C,B,A,B,A,B,A,B,A,A,C,A,B,C,A,B,B
210051233136,5,F,0,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,558.0,692.7,635.5,668.7,ingles,160.0,120.0,140.0,180.0,120.0,720.0,E,E,B,B,4.0,E,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,B,B
210053687205,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,434.6,422.4,495.2,416.0,espanhol,120.0,160.0,120.0,120.0,120.0,640.0,B,E,D,D,4.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210051554398,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,465.3,514.3,448.7,456.7,espanhol,140.0,120.0,120.0,120.0,120.0,620.0,D,E,C,B,4.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210052896318,4,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,565.3,469.8,493.1,570.0,ingles,100.0,160.0,120.0,120.0,80.0,580.0,E,E,D,B,4.0,F,A,D,C,A,A,B,B,A,A,B,A,A,D,B,A,B,B,A,B
210052353887,7,F,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,475.0,370.9,399.8,377.5,espanhol,100.0,120.0,120.0,120.0,100.0,560.0,C,E,B,B,5.0,C,A,B,D,A,B,B,A,A,A,A,A,A,B,B,A,D,A,A,B
210053206188,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,453.0,611.6,525.3,474.8,ingles,120.0,200.0,100.0,120.0,140.0,680.0,G,F,D,D,4.0,H,A,B,C,B,A,B,B,B,A,A,A,A,C,A,A,D,A,C,B
210053145637,4,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,472.7,629.9,561.9,678.6,ingles,160.0,200.0,160.0,180.0,200.0,900.0,G,G,E,E,5.0,P,D,D,D,C,A,B,A,B,A,B,A,B,C,B,B,E,B,C,B
210052204735,4,M,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,670.2,687.4,679.6,842.3,ingles,160.0,180.0,160.0,200.0,200.0,900.0,G,G,D,D,4.0,K,A,C,D,B,A,B,A,B,A,B,A,A,D,A,A,E,A,B,B
210052763663,3,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,407.9,517.0,463.7,465.8,ingles,120.0,120.0,100.0,100.0,40.0,480.0,E,E,B,F,6.0,B,A,B,B,A,A,B,B,B,A,A,A,A,B,A,B,D,A,B,B
210051890709,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,383.8,468.7,436.5,428.4,espanhol,80.0,120.0,100.0,120.0,80.0,500.0,B,D,A,A,4.0,B,A,B,B,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210052885488,3,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,396.3,538.3,537.3,450.3,ingles,120.0,120.0,120.0,120.0,120.0,600.0,F,F,F,B,4.0,B,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210053129176,4,F,1,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,605.5,715.1,686.6,805.1,ingles,160.0,200.0,200.0,180.0,200.0,940.0,G,G,E,D,4.0,Q,B,D,D,B,A,C,C,B,A,B,A,B,D,B,B,E,A,E,B
210051429744,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,417.9,565.3,496.2,582.9,espanhol,160.0,200.0,120.0,180.0,180.0,840.0,D,F,C,B,5.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210052956043,10,M,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,544.5,581.3,565.7,449.4,espanhol,100.0,120.0,80.0,120.0,120.0,540.0,E,F,B,B,2.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210052905961,16,F,1,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,357.3,400.7,450.2,391.8,espanhol,60.0,120.0,80.0,80.0,0.0,340.0,A,A,A,A,3.0,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210053257568,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Santana,394.0,493.3,504.4,469.1,espanhol,160.0,200.0,160.0,160.0,140.0,820.0,A,G,A,D,7.0,B,A,B,B,A,A,A,B,A,A,A,A,A,B,A,A,B,A,B,A
210053253506,5,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,426.0,436.7,418.6,408.7,espanhol,60.0,120.0,80.0,120.0,100.0,480.0,H,H,D,D,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210053657694,4,F,1,preta,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,383.9,456.2,457.6,401.4,espanhol,140.0,120.0,120.0,120.0,120.0,620.0,D,E,C,B,4.0,C,A,B,C,A,A,B,A,B,A,A,A,A,A,A,A,C,A,A,A
210052406569,4,F,1,amarela,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,433.4,536.0,485.5,536.4,espanhol,140.0,160.0,140.0,180.0,160.0,780.0,E,F,B,B,8.0,B,A,B,C,A,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B
210052115381,11,F,1,parda,brasileiro,1,8,nao_respondeu,,,,,,,Macapá,399.0,515.2,520.6,388.8,espanhol,120.0,120.0,120.0,140.0,40.0,540.0,B,B,B,B,3.0,B,A,B,A,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,A
210052645017,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Laranjal do Jari,516.6,532.9,526.7,670.3,espanhol,160.0,180.0,120.0,180.0,200.0,840.0,B,D,D,D,3.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210052789771,2,M,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,355.4,485.5,406.0,493.3,ingles,120.0,120.0,120.0,120.0,100.0,580.0,E,F,B,B,5.0,A,A,B,D,B,A,B,A,B,A,A,A,A,D,A,A,E,B,A,B
210051253335,6,M,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Santana,435.8,550.2,507.5,470.0,ingles,160.0,200.0,160.0,200.0,200.0,920.0,E,E,A,A,15.0,C,A,B,D,B,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B
210052469859,14,M,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,597.3,527.4,594.9,692.2,ingles,140.0,180.0,100.0,120.0,140.0,680.0,A,F,C,B,4.0,M,A,C,C,B,A,B,B,A,A,A,A,B,C,A,A,E,A,C,B
210053235496,3,M,1,parda,brasileiro,2,0,publica,1.0,Santana,AP,2.0,1.0,1.0,Santana,432.7,447.6,512.0,507.8,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,E,E,C,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210052224869,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,481.5,432.4,391.4,375.8,espanhol,80.0,120.0,100.0,120.0,120.0,540.0,E,G,F,B,6.0,A,C,B,B,A,A,B,B,B,B,A,A,A,B,A,A,D,A,A,B
210053112271,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,435.3,367.3,478.7,471.0,espanhol,120.0,120.0,120.0,120.0,140.0,620.0,H,H,D,B,2.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210052032049,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,452.2,437.1,445.7,443.6,ingles,120.0,120.0,120.0,120.0,20.0,500.0,E,E,F,D,4.0,D,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
210052723746,3,M,0,parda,naturalizado,2,0,publica,1.0,,,,,,Santana,413.0,394.1,411.2,458.4,espanhol,100.0,120.0,120.0,120.0,40.0,500.0,D,D,B,B,8.0,F,A,B,D,A,B,B,B,B,B,A,A,A,D,A,A,E,A,B,B
210052426350,13,F,0,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,521.8,589.4,598.6,453.5,espanhol,120.0,120.0,120.0,100.0,120.0,580.0,E,E,F,D,5.0,D,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210051948865,4,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,397.7,440.2,393.2,539.5,espanhol,80.0,120.0,120.0,120.0,100.0,540.0,H,E,C,F,6.0,B,A,B,C,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A
210053039552,12,M,1,branca,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,515.4,576.5,461.9,391.9,espanhol,120.0,200.0,120.0,120.0,80.0,640.0,C,D,C,C,3.0,B,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,C,A,A,A
210052035308,5,M,0,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,408.1,376.7,375.7,472.0,ingles,100.0,120.0,80.0,80.0,0.0,380.0,B,B,A,B,2.0,B,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,C,A,A,B
210053991798,14,F,0,preta,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,470.0,444.4,379.7,397.8,espanhol,120.0,120.0,120.0,120.0,80.0,560.0,D,D,B,B,3.0,B,A,B,C,A,A,B,A,B,A,A,A,A,C,A,A,D,A,B,B
210052648231,2,M,1,branca,brasileiro,2,0,privada,1.0,,,,,,Macapá,582.0,622.5,599.6,648.5,ingles,160.0,180.0,160.0,180.0,200.0,880.0,H,E,F,D,5.0,I,A,C,D,B,A,B,B,B,A,B,A,B,D,A,B,E,B,C,B
210051203446,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,515.1,668.4,520.8,623.6,ingles,160.0,200.0,160.0,200.0,180.0,900.0,D,E,B,B,5.0,C,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,B,B
