NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,COR_RACA,NACIONALIDADE,ST_CONCLUSAO,ANO_CONCLUSAO,TP_ESCOLA,TP_ENSINO,MUNICIPIO_ESC,UF_ESC,DEPENDENCIA_ADM_ESC,LOCALIZACAO_ESC,SIT_FUNC_ESC,MUNICIPIO_PROVA,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,LINGUA,COMP1_REDACAO,COMP2_REDACAO,COMP3_REDACAO,COMP4_REDACAO,COMP5_REDACAO,NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
210051943380,2,M,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,388.8,450.1,507.0,486.3,ingles,60.0,120.0,80.0,60.0,20.0,340.0,E,F,F,F,4.0,E,A,B,D,B,A,B,A,A,A,A,A,A,C,A,A,D,A,B,B
210053207996,9,F,1,parda,brasileiro,1,6,nao_respondeu,,,,,,,Santana,396.4,461.6,448.6,480.6,espanhol,100.0,120.0,120.0,120.0,140.0,600.0,C,C,F,F,7.0,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,A,B
210052722149,4,M,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Santana,369.6,403.8,461.5,541.3,espanhol,120.0,120.0,80.0,80.0,0.0,400.0,D,D,D,B,4.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210053688868,3,M,1,parda,naturalizado,1,1,nao_respondeu,,,,,,,Macapá,474.6,561.4,497.9,525.1,ingles,120.0,120.0,100.0,120.0,120.0,580.0,A,G,B,D,4.0,D,A,B,C,B,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210051179530,8,F,3,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,463.4,392.3,334.9,429.0,espanhol,120.0,120.0,120.0,120.0,100.0,580.0,C,E,B,B,5.0,B,A,B,C,A,A,B,A,B,B,B,A,B,B,A,A,D,A,A,A
210053676710,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,430.9,400.2,379.8,428.9,espanhol,80.0,160.0,100.0,120.0,80.0,540.0,E,D,F,B,4.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
210051362162,3,F,1,parda,naturalizado,2,0,publica,1.0,,,,,,Macapá,471.9,393.4,405.2,381.3,espanhol,120.0,120.0,100.0,120.0,60.0,520.0,B,B,A,A,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,A
210052255268,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Santana,466.3,444.2,473.2,537.6,ingles,120.0,160.0,120.0,140.0,120.0,660.0,E,E,C,F,5.0,B,A,C,D,A,A,B,B,B,A,B,A,A,B,B,A,D,A,B,B
210052520634,6,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Laranjal do Jari,519.4,366.5,461.5,432.3,espanhol,160.0,200.0,180.0,200.0,200.0,940.0,D,D,C,B,2.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210053675483,2,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Macapá,386.5,487.9,466.6,457.7,espanhol,140.0,180.0,140.0,120.0,80.0,660.0,E,E,B,B,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
210053242494,4,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,553.5,613.1,577.0,592.2,espanhol,120.0,160.0,120.0,120.0,140.0,660.0,E,E,B,F,7.0,E,A,C,D,A,B,B,B,B,A,A,A,A,D,A,A,E,B,B,B
210053524463,15,M,3,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,382.5,421.4,352.2,483.4,espanhol,100.0,120.0,100.0,120.0,140.0,580.0,E,A,D,A,4.0,F,A,C,D,B,A,B,A,B,A,A,B,B,D,A,A,E,A,A,B
210054106235,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,345.7,365.7,338.0,408.7,espanhol,100.0,100.0,100.0,100.0,0.0,400.0,H,E,F,D,5.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210051109641,9,F,1,preta,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,449.4,547.4,563.5,482.3,ingles,160.0,200.0,160.0,120.0,100.0,740.0,F,F,D,D,3.0,F,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210054110258,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Laranjal do Jari,449.8,558.1,468.0,431.7,espanhol,160.0,200.0,180.0,200.0,180.0,920.0,B,G,A,D,4.0,D,A,C,C,A,B,A,B,B,A,A,A,A,B,A,A,D,A,A,B
210054091382,4,M,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,472.3,486.5,488.4,473.6,espanhol,120.0,180.0,140.0,180.0,160.0,780.0,E,D,B,B,4.0,B,D,B,C,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,A
210051536957,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,448.4,597.0,555.8,399.7,ingles,140.0,200.0,140.0,200.0,200.0,880.0,F,D,D,F,5.0,F,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
210051779388,4,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Santana,460.7,427.9,339.2,426.3,ingles,100.0,120.0,120.0,120.0,80.0,540.0,A,B,A,A,3.0,C,A,B,B,A,B,B,A,B,A,A,A,A,B,A,A,D,A,B,B
210052049787,3,F,1,parda,brasileiro,2,0,publica,1.0,Almeirim,PA,2.0,1.0,1.0,Laranjal do Jari,429.5,420.1,425.0,374.5,ingles,80.0,120.0,100.0,100.0,60.0,460.0,E,E,D,D,5.0,D,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,B
210053601518,13,F,1,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,450.9,515.0,416.1,429.6,espanhol,120.0,120.0,100.0,120.0,140.0,600.0,B,C,A,B,4.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,B
210053199782,2,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,402.8,514.5,486.0,482.4,espanhol,120.0,120.0,100.0,120.0,0.0,460.0,E,D,C,B,9.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210052208817,3,F,1,parda,brasileiro,2,0,publica,1.0,Porto Grande,AP,2.0,1.0,1.0,Porto Grande,458.9,564.4,439.2,465.3,ingles,140.0,180.0,140.0,160.0,200.0,820.0,D,G,C,D,7.0,B,A,D,E,B,A,C,B,B,B,A,A,A,B,A,A,E,A,A,B
210051087676,4,F,1,parda,naturalizado,1,1,nao_respondeu,,,,,,,Macapá,371.3,387.5,353.1,470.8,espanhol,100.0,120.0,100.0,140.0,20.0,480.0,C,D,A,A,3.0,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,D,A,A,B
210051132227,10,F,1,parda,brasileiro,1,8,nao_respondeu,,,,,,,Macapá,415.1,443.2,407.9,427.0,espanhol,140.0,120.0,120.0,120.0,160.0,660.0,F,F,D,B,3.0,D,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,D,A,C,B
210054091404,9,M,1,branca,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,437.5,390.0,386.1,475.9,ingles,60.0,120.0,100.0,80.0,80.0,440.0,A,A,B,B,4.0,B,B,B,C,A,A,B,B,B,A,B,A,A,B,A,A,B,A,A,B
210051640354,2,M,1,parda,brasileiro,2,0,privada,,Macapá,AP,4.0,1.0,1.0,Macapá,498.6,476.4,539.5,614.9,ingles,120.0,200.0,120.0,120.0,100.0,660.0,E,G,D,D,4.0,H,A,D,D,B,B,B,B,B,A,B,A,A,E,A,B,E,A,B,B
210054071287,5,M,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,437.9,434.5,362.6,529.2,espanhol,80.0,120.0,100.0,120.0,120.0,540.0,E,E,D,D,7.0,C,A,D,E,B,C,D,B,B,A,A,A,A,E,A,B,E,A,B,B
210053191873,10,M,1,parda,brasileiro,1,7,nao_respondeu,,,,,,,Macapá,484.0,386.1,420.3,441.4,espanhol,100.0,140.0,120.0,120.0,120.0,600.0,C,E,B,B,5.0,C,A,C,C,A,B,B,A,A,A,A,A,A,B,B,A,E,A,B,B
210052472223,6,F,1,preta,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,496.7,637.3,552.1,643.7,ingles,140.0,200.0,180.0,180.0,180.0,880.0,F,F,D,D,5.0,G,A,C,E,B,A,B,B,B,A,A,A,B,C,A,A,E,A,B,B
210053635724,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,446.3,465.4,348.2,470.1,espanhol,140.0,160.0,120.0,120.0,180.0,720.0,D,G,B,D,4.0,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210052068971,13,M,0,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,353.4,620.0,601.2,597.6,espanhol,120.0,140.0,120.0,120.0,80.0,580.0,E,F,D,D,4.0,M,A,C,D,B,A,B,A,A,A,B,A,B,C,A,A,C,A,B,B
210051848958,15,M,1,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,578.2,545.0,494.3,493.2,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,D,D,C,B,5.0,C,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
210052541754,11,F,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,455.7,522.4,541.8,392.8,espanhol,120.0,120.0,120.0,120.0,0.0,480.0,E,D,D,B,7.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
210051679577,12,F,2,parda,brasileiro,1,14,nao_respondeu,,,,,,,Macapá,494.2,636.4,572.9,496.8,espanhol,120.0,120.0,120.0,120.0,80.0,560.0,E,E,D,B,4.0,C,A,C,D,A,A,B,A,B,A,B,A,A,A,A,A,D,A,A,B
210052047872,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,465.2,553.7,605.0,420.8,ingles,120.0,120.0,80.0,120.0,40.0,480.0,E,G,C,D,4.0,E,A,C,D,B,B,B,A,B,A,B,A,A,B,A,B,D,A,B,B
210051069298,10,F,1,branca,brasileiro,1,8,nao_respondeu,,,,,,,Macapá,650.1,675.6,675.2,656.6,ingles,160.0,120.0,140.0,160.0,180.0,760.0,E,E,D,D,4.0,I,A,C,C,B,A,B,A,A,A,B,A,A,B,B,A,E,A,D,B
210051859783,18,M,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,509.4,596.7,470.8,548.9,espanhol,120.0,120.0,120.0,120.0,160.0,640.0,A,A,C,F,2.0,Q,B,D,C,E,A,B,B,B,B,B,A,B,B,B,B,C,A,D,B
210052418823,5,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Santana,575.9,537.2,494.7,543.0,espanhol,120.0,120.0,120.0,140.0,100.0,600.0,F,E,E,F,5.0,J,A,B,D,B,A,B,A,B,A,A,A,A,C,A,B,E,A,D,B
210053686820,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,514.8,541.1,424.3,511.7,ingles,100.0,180.0,120.0,140.0,160.0,700.0,E,D,B,B,4.0,B,A,C,C,A,A,B,A,A,A,A,A,A,A,A,A,D,A,A,B
210053566467,5,F,1,preta,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,396.6,371.9,348.4,463.2,espanhol,100.0,160.0,100.0,120.0,140.0,620.0,B,B,A,A,1.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210052745568,14,M,2,parda,brasileiro,1,15,nao_respondeu,,,,,,,Macapá,513.9,598.8,557.4,539.8,espanhol,160.0,200.0,160.0,160.0,160.0,840.0,A,A,A,A,5.0,F,A,C,E,B,A,B,A,B,A,A,A,A,C,A,A,E,A,B,B
210054116694,3,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,457.2,617.7,569.8,606.4,ingles,120.0,180.0,140.0,160.0,200.0,800.0,B,A,B,B,7.0,B,A,B,C,A,A,B,B,B,A,A,A,A,B,A,A,D,A,B,B
210052024685,6,M,1,parda,nato_ou_exterior,1,0,nao_respondeu,,,,,,,Macapá,461.2,426.4,452.8,451.6,espanhol,120.0,100.0,140.0,140.0,100.0,600.0,E,E,D,D,2.0,J,A,C,C,B,A,B,A,B,A,A,A,A,C,A,B,C,A,B,B
210051225397,2,M,1,parda,brasileiro,2,0,publica,1.0,,,,,,Santana,466.3,477.5,418.3,376.1,espanhol,100.0,100.0,80.0,80.0,0.0,360.0,D,E,D,D,5.0,E,A,B,D,A,A,A,B,B,B,A,A,A,B,A,A,E,A,A,B
210053695511,4,F,1,preta,brasileiro,2,0,publica,1.0,,,,,,Macapá,435.4,402.5,443.2,449.6,espanhol,80.0,120.0,120.0,120.0,180.0,620.0,H,E,C,B,6.0,B,A,B,A,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210052127051,4,F,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,389.7,420.0,368.0,418.6,espanhol,100.0,120.0,100.0,120.0,60.0,500.0,E,F,B,B,3.0,B,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210052865379,5,M,0,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,402.3,367.3,432.0,498.9,espanhol,100.0,120.0,120.0,120.0,0.0,460.0,A,C,F,B,4.0,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
210051888056,5,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,417.7,547.4,453.2,432.5,espanhol,120.0,160.0,120.0,160.0,120.0,680.0,D,E,C,D,2.0,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
210051160526,5,M,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,656.8,699.2,618.0,727.3,ingles,160.0,200.0,160.0,120.0,140.0,780.0,E,G,C,D,4.0,M,A,D,E,C,A,B,B,B,A,A,A,A,B,A,A,D,A,C,B
210053171478,12,M,1,parda,brasileiro,1,14,nao_respondeu,,,,,,,Macapá,555.2,584.3,438.3,650.2,espanhol,100.0,180.0,120.0,160.0,160.0,720.0,A,B,C,C,9.0,G,A,B,D,B,B,B,A,B,A,A,A,A,B,A,B,D,A,A,B
210052258160,4,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,376.4,541.5,488.1,433.9,espanhol,80.0,140.0,100.0,120.0,180.0,620.0,H,E,F,B,3.0,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210053719333,3,M,1,parda,brasileiro,2,0,publica,1.0,Mazagão,AP,2.0,2.0,1.0,Mazagão,414.9,413.0,450.9,463.6,ingles,120.0,120.0,40.0,120.0,0.0,400.0,E,E,C,F,5.0,B,A,C,D,A,B,B,A,B,B,A,A,A,B,A,A,E,A,B,B
210051219177,7,F,0,parda,brasileiro,1,5,nao_respondeu,,,,,,,Oiapoque,484.8,515.2,522.7,451.9,espanhol,100.0,120.0,120.0,120.0,0.0,460.0,D,D,B,B,3.0,B,A,A,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210053656155,3,F,1,preta,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,489.8,525.0,509.1,537.6,espanhol,120.0,200.0,140.0,120.0,180.0,760.0,G,F,D,D,3.0,C,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
210052410515,12,F,1,parda,brasileiro,1,11,nao_respondeu,,,,,,,Macapá,409.4,444.7,428.8,601.6,espanhol,120.0,120.0,120.0,100.0,20.0,480.0,H,F,F,D,10.0,E,A,B,E,B,A,B,A,B,A,A,A,A,B,A,A,E,A,A,B
210052320678,7,F,1,branca,brasileiro,1,5,nao_respondeu,,,,,,,Macapá,363.5,449.8,427.6,470.3,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,B,B,C,B,5.0,D,A,D,D,A,A,B,A,B,B,B,A,A,B,A,A,D,A,A,B
210051115412,2,M,1,parda,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,439.3,458.5,346.6,441.3,ingles,120.0,180.0,100.0,100.0,140.0,640.0,F,G,C,D,4.0,H,A,D,D,B,A,B,B,B,A,B,A,A,C,B,A,B,A,B,B
210052886634,3,F,1,parda,brasileiro,2,0,publica,1.0,,,,,,Laranjal do Jari,449.1,507.4,461.0,465.0,ingles,120.0,120.0,120.0,120.0,100.0,580.0,E,H,C,D,2.0,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210051868073,6,F,1,parda,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,529.0,601.2,561.3,453.7,ingles,120.0,160.0,120.0,120.0,120.0,640.0,H,E,C,B,3.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
210051423785,2,F,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,569.0,598.2,563.3,601.4,ingles,120.0,120.0,120.0,120.0,140.0,620.0,F,F,D,D,3.0,J,A,D,D,C,A,B,B,B,A,B,A,A,D,B,A,D,A,B,B
210054449965,13,F,2,branca,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,425.3,467.8,430.9,404.9,espanhol,100.0,120.0,120.0,120.0,60.0,520.0,H,E,B,B,9.0,A,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,D,B,B,B
210052822284,3,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,354.6,413.9,456.0,505.3,espanhol,120.0,120.0,120.0,120.0,160.0,640.0,F,E,B,B,6.0,C,B,C,C,B,A,B,B,A,A,B,A,A,B,A,A,D,A,A,B
210052020591,3,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,414.9,487.8,462.8,413.1,espanhol,120.0,120.0,80.0,120.0,80.0,520.0,E,E,F,B,7.0,B,A,B,D,B,B,B,B,B,A,A,A,A,B,A,A,C,A,B,B
210054055785,3,F,1,branca,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,447.3,560.2,547.0,647.0,ingles,120.0,200.0,120.0,160.0,140.0,740.0,C,F,D,D,4.0,G,A,B,C,B,A,B,A,B,A,B,A,A,C,A,B,C,B,B,B
210051194350,11,M,1,branca,brasileiro,1,9,nao_respondeu,,,,,,,Macapá,673.4,625.2,589.4,718.8,espanhol,140.0,140.0,160.0,180.0,120.0,740.0,D,B,B,B,5.0,C,A,C,C,A,A,B,A,B,A,B,A,A,C,A,A,C,B,B,B
210052075129,3,F,1,preta,brasileiro,2,0,publica,1.0,Macapá,AP,1.0,1.0,1.0,Macapá,599.4,571.6,579.2,510.2,ingles,120.0,180.0,140.0,140.0,140.0,720.0,F,F,D,D,4.0,H,A,B,C,B,A,B,A,B,A,B,A,A,C,A,B,D,A,C,B
210052038231,3,M,1,preta,brasileiro,2,0,publica,1.0,,,,,,Macapá,378.2,481.8,361.5,412.5,espanhol,60.0,120.0,80.0,80.0,100.0,440.0,C,E,D,D,5.0,D,A,B,D,B,A,B,B,A,A,A,A,A,B,A,B,D,A,A,B
210052103839,5,F,1,parda,brasileiro,2,0,publica,1.0,Laranjal do Jari,AP,2.0,1.0,1.0,Laranjal do Jari,413.8,431.7,349.3,412.7,espanhol,120.0,80.0,80.0,120.0,60.0,460.0,C,C,C,B,6.0,B,A,C,C,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
210054116293,2,F,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,443.9,535.0,491.1,488.1,espanhol,120.0,120.0,80.0,120.0,100.0,540.0,G,G,D,E,5.0,H,D,C,D,B,A,B,B,A,A,B,A,A,C,A,B,E,A,B,B
210053982248,14,M,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,433.9,556.6,432.7,399.7,ingles,120.0,120.0,120.0,120.0,100.0,580.0,B,E,C,A,16.0,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,A
210054119826,3,F,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,437.3,416.4,444.5,422.0,espanhol,80.0,120.0,80.0,120.0,60.0,460.0,H,E,B,B,2.0,A,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
210051276836,4,F,1,branca,brasileiro,1,1,nao_respondeu,,,,,,,Santana,447.1,405.2,410.0,393.5,espanhol,120.0,120.0,120.0,120.0,120.0,600.0,E,F,D,D,5.0,P,A,C,D,B,A,B,B,B,B,B,A,A,C,B,A,A,A,B,B
210053676836,5,M,1,parda,brasileiro,1,2,nao_respondeu,,,,,,,Macapá,389.4,380.7,445.6,453.9,ingles,80.0,120.0,100.0,120.0,160.0,580.0,E,D,B,B,3.0,C,A,B,C,A,A,B,A,B,A,A,A,A,C,A,A,D,A,A,B
210052770478,10,M,0,preta,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,498.3,420.2,350.8,488.9,espanhol,80.0,120.0,100.0,100.0,100.0,500.0,B,A,C,B,4.0,B,A,B,D,A,A,B,A,B,A,B,A,A,B,A,A,D,A,A,A
210053620259,11,F,1,parda,brasileiro,1,11,nao_respondeu,,,,,,,Santana,510.5,587.8,513.9,442.2,espanhol,120.0,120.0,100.0,120.0,120.0,580.0,A,A,C,B,7.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
210053664482,8,F,1,parda,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,407.4,375.2,404.8,500.9,espanhol,120.0,180.0,120.0,140.0,0.0,560.0,H,C,A,A,4.0,B,A,C,D,B,A,B,B,B,A,A,A,A,B,A,A,C,A,A,B
210053657489,4,M,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,432.9,387.6,437.2,428.4,ingles,160.0,200.0,200.0,200.0,160.0,920.0,C,E,F,B,3.0,B,A,C,C,A,A,B,A,B,A,A,A,A,C,B,A,D,A,A,B
210052538060,2,F,1,branca,brasileiro,2,0,privada,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,468.3,559.0,554.6,572.7,espanhol,160.0,140.0,120.0,200.0,160.0,780.0,E,E,D,D,5.0,E,A,C,C,B,A,B,B,B,A,B,A,B,C,A,B,E,A,C,B
210053630861,8,F,1,branca,brasileiro,1,6,nao_respondeu,,,,,,,Macapá,536.9,586.8,533.0,531.1,ingles,140.0,120.0,120.0,140.0,100.0,620.0,H,C,F,B,8.0,B,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,A
210051218991,11,F,2,branca,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,365.3,492.3,406.7,390.1,espanhol,80.0,120.0,80.0,80.0,80.0,440.0,B,B,A,A,4.0,B,A,B,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,A,B
210053687121,3,F,1,preta,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,415.6,534.7,518.8,504.1,espanhol,120.0,120.0,100.0,160.0,160.0,660.0,D,C,C,B,5.0,C,A,B,D,B,A,B,B,B,A,B,A,B,D,B,B,E,A,B,B
210053219528,3,M,1,parda,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,361.6,423.5,370.7,434.0,espanhol,100.0,140.0,120.0,140.0,20.0,520.0,C,C,B,B,5.0,C,A,C,D,A,C,B,B,B,B,A,A,A,C,A,A,D,A,A,B
210052617023,1,M,3,indigena,brasileiro,2,0,publica,1.0,Macapá,AP,4.0,1.0,1.0,Macapá,544.1,545.2,585.0,670.3,ingles,140.0,200.0,120.0,180.0,180.0,820.0,F,G,E,D,3.0,G,A,C,C,B,A,B,A,B,B,A,A,A,B,A,B,D,B,B,B
210053224831,3,F,0,branca,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,397.6,433.7,480.2,434.8,espanhol,100.0,120.0,100.0,120.0,0.0,440.0,E,G,E,D,5.0,H,A,C,D,B,B,B,B,B,B,A,A,B,C,A,B,E,A,C,B
210052282201,5,M,0,branca,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,529.4,515.6,492.3,554.5,espanhol,160.0,180.0,140.0,180.0,140.0,800.0,E,E,D,B,2.0,H,D,C,E,C,A,C,C,B,B,B,A,B,E,A,B,E,A,C,B
210054114649,3,F,1,branca,brasileiro,2,0,publica,1.0,Macapá,AP,2.0,1.0,1.0,Macapá,470.3,371.2,509.2,429.4,ingles,120.0,120.0,120.0,140.0,0.0,500.0,F,E,B,B,4.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,B,B
210051850704,5,M,1,branca,naturalizado,1,2,nao_respondeu,,,,,,,Macapá,488.6,427.9,509.5,578.0,ingles,80.0,120.0,120.0,120.0,140.0,580.0,D,D,B,B,5.0,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A
210052491271,12,M,0,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,495.1,407.2,407.5,432.5,espanhol,120.0,120.0,120.0,100.0,60.0,520.0,B,B,A,A,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210053677541,5,F,0,nao_declarado,brasileiro,1,3,nao_respondeu,,,,,,,Macapá,510.9,650.7,580.7,493.9,ingles,160.0,200.0,160.0,200.0,200.0,920.0,H,G,F,D,3.0,F,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,D,B,B,B
210053037253,13,F,0,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,496.8,440.0,417.1,415.1,espanhol,120.0,120.0,80.0,100.0,80.0,500.0,B,B,B,A,4.0,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
210053645023,2,M,1,parda,brasileiro,2,0,publica,1.0,Oiapoque,AP,2.0,1.0,1.0,Oiapoque,477.9,422.8,448.5,573.2,ingles,120.0,120.0,120.0,120.0,140.0,620.0,H,D,B,B,2.0,D,A,B,B,A,B,B,A,B,B,A,A,A,B,A,B,C,A,A,A
210053090649,7,F,1,branca,brasileiro,1,4,nao_respondeu,,,,,,,Macapá,486.8,379.6,359.9,398.9,espanhol,120.0,120.0,120.0,120.0,140.0,620.0,E,E,B,D,8.0,C,A,B,D,A,B,B,A,A,A,A,A,A,B,A,A,E,B,A,A
210051296914,10,F,1,preta,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,426.1,412.4,443.6,437.1,ingles,80.0,120.0,80.0,80.0,60.0,420.0,D,D,A,A,3.0,A,A,B,C,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
210053651286,7,M,1,parda,brasileiro,1,0,nao_respondeu,,,,,,,Macapá,455.4,511.5,496.0,484.5,espanhol,100.0,120.0,120.0,120.0,160.0,620.0,H,E,F,F,2.0,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,B,A,B,B
210053126357,3,F,1,parda,brasileiro,1,1,nao_respondeu,,,,,,,Macapá,541.0,603.4,566.2,473.6,ingles,120.0,180.0,120.0,140.0,180.0,740.0,G,E,D,B,4.0,B,A,B,D,B,A,B,A,B,A,A,A,A,C,A,A,E,A,B,B
